108	1	0	4.65353	10.3589	2.17287e+11
109	0.906	0.291829	3227.37	11583.6	1.64484e+08
110	0.056	0.229922	19492.2	25469.7	466192
111	1	0	90.2135	101.228	6.30641e+08
112	1	0	181.006	197.893	1.40873e+09
113	0.056	0.229922	53712.7	30643.6	5312
114	0.272	0.44499	12097.6	22347.3	1.33484e+06
115	0.925	0.263391	5769.81	5904.08	319612
116	0.046	0.209485	20645.7	18164.4	8256
117	0.809	0.393089	1225.72	3104.41	2.73213e+07
118	0.095	0.293215	646.033	695.91	1.93672e+07
119	0.999	0.031607	4450.87	6627.16	1.09206e+07
120	0.979	0.143384	615.267	1879.54	1.7878e+09
121	0.003	0.05469	35004.3	22741.3	20656
122	0.088	0.283295	1439.48	8007.05	7.52166e+06
123	0.999	0.031607	910.45	956.976	1.80337e+07
124	0.188	0.390712	11091.4	20798.7	325822
125	0.723	0.447516	11043.3	22405.5	2.0553e+06
126	0.788	0.408725	18502.5	24720.5	5.11988e+06
127	0.966	0.181229	512.448	623.252	9.39976e+07
128	0.581	0.493395	3031.7	8472.66	2.25926e+06
129	0.105	0.306553	2056.36	8688.31	5.11135e+07
130	1	0	319.027	275.613	5.96219e+08
131	0.996	0.0631189	5038.12	6748.09	2.50466e+06
132	0.023	0.149903	19.3051	29.7361	1.42553e+07
133	0.843	0.363801	1268.12	5815.75	3.20943e+07
134	0.868	0.338491	2297.3	4790.21	1.47789e+07
135	0.143	0.350073	4070.45	10119.4	325822
136	0.578	0.493879	18787.1	26908.7	2.0553e+06
137	0.207	0.405156	47045.7	27493	49620
138	1	0	213.267	347.983	6.28404e+07
139	0.999	0.031607	7582.84	10454.5	7.06086e+06
140	0.83	0.375633	3608.96	9127.6	9.48267e+07
141	0.678	0.467243	3277.58	5789.56	5.03288e+06
142	0.915	0.278882	2048.12	4587.13	7.7447e+06
143	0.084	0.277388	50804.4	28886	2416
144	0.994	0.0772269	126.4	711.791	2.93741e+09
145	1	0	194.399	233.748	4.6849e+08
146	0.719	0.449487	5513.3	9880.01	2.50466e+06
147	0.632	0.482261	1467.11	4920.23	1.42553e+07
148	1	0	1440.13	3659.39	4.06221e+07
149	0.729	0.444476	10728.6	20197.2	1.11311e+07
150	0.852	0.3551	407.016	2961.61	1.16332e+08
151	0.972	0.164973	504.421	3707.79	2.89304e+08
152	0.572	0.494789	13911.5	22105.1	2.49708e+06
153	0.645	0.478513	9717.21	16496	2.71183e+06
154	0.965	0.18378	3209	5218.25	7.05478e+06
155	0.354	0.478209	2639.63	8626.16	5.9672e+07
156	0.987	0.113274	314.997	1875.19	9.30055e+07
157	0.941	0.235625	1529.92	3611.98	1.36731e+08
158	0.985	0.121552	856.446	1376.94	1.82906e+08
159	0.741	0.438086	2425.51	7800.39	1.63106e+07
160	1	0	108.861	121.052	3.10383e+09
161	0.998	0.0446766	83.0774	89.9464	8.12584e+08
162	0.986	0.11749	1192.67	4873.39	7.7447e+06
163	0.976	0.153049	574.563	2185.96	1.16332e+08
164	0.961	0.193595	1325.45	3240.06	1.36731e+08
165	0.801	0.399248	4798.56	11831.2	2.96121e+09
166	0.879	0.326127	889.497	3383.03	3.72142e+07
167	1	0	65.6793	123.576	3.96403e+09
168	1	0	13.7775	21.4827	7.71548e+10
169	1	0	621.771	1753.49	3.03041e+09
170	0.947	0.224033	843.429	5337.27	1.36731e+08
171	1	0	301.7	717.071	7.59675e+08
